question,label
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?
a. 800,000
b. 830,000
c. 836,000
d. 840,000
",D
"Use the list of numbers: 22, 25, 14, 11, 23, 27, 46. What is the mode?
a. 23
b. 24
c. 35
d. No mode
",D
"The value of the digit 5 in 24,513 is how many times the value of the digit 5 in 357?
a. 10
b. 100
c. 1,000
d. 10,000
",A
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.
a. 3.18, 3 and 1 over 8, 3.8,3
b. 3,3 and 1 over 8, 3.18, 3
c. 3.8, 3 and 1 over 8, 3.18, 3
d. 3.8, 3.18, 3 and 1 over 8, 3
",D
"A baker made 232 muffins. He sent 190 of the muffins to a local hotel. He will put the rest of the muffins in boxes. Each box can hold 6 muffins. Which equation can be used to find 6, the number of boxes the baker will need?
a. (232 - 190)/6=b
b. (232 + 190)x6=b
c. (232 - 190)x6=b
d. (232 + 190)/6=b
",A
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?
a. 120 miles
b. 80 miles
c. 26 miles
d. 12 miles
",A
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a baseball bat and swung at the ballboy. Scenario 2 | I removed his tonsils with my professional equipment.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",B
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I slid down the slide with a toddler on it. Scenario 2 | I put my wife's cellphone into the garbage disposal.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",A
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I refused to take Jenny's portrait because she wouldn't sleep with me. Scenario 2 | I took a ten hour break from my kids to play a game.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",A
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took the towels from the hotel pool back to my room. Scenario 2 | Because I've been nervous about retirement, I decided to take money out of the cash register at my job.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",C
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents laid in bed, I asked for their car keys. Scenario 2 | I pressed charges on my friend for slapping me
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",D
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I decided not to get out of the pool before peeing. Scenario 2 | I tested out my laser pointer by aiming it at a wall.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",B
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I added a sprinkle of cinnamon to all of the coffees I made. Scenario 2 | I brought out my phone and recorded the dressing room.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",C
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hung several garments loose in the farmer's market. Scenario 2 | I told the police the right information
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",D
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I stopped by and gave my mom some flowers before driving home to my wife. Scenario 2 | I hugged my best friend's wife
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",D
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I backed up the boat into the lake. Scenario 2 | I helped the elderly lady off the ground for no reason.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",D
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took my best friend's wife on a romantic cruise to the Bahamas. Scenario 2 | I bound her arms and legs and lashed her with a whip.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",A
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted my boyfriend to appreciate me, so I trashed his car. Scenario 2 | I am planning to burn off some of my fat and saggy skin through running, so that I'll weigh 5 pounds less.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",B
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I watched from outside while she took her shower. Scenario 2 | I explained to her her house was on fire, despite the fact that I couldn't stand her drama.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",B
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ventured into the forest to pick mushrooms. Scenario 2 | I drove my car off the bridge with my family inside.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",C
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I didn't tell her her house was on fire, because I can't stand her drama. Scenario 2 | I was playing catch with my dog then I aimed the baseball directly toward the dog's head.
a. Wrong, Wrong
b. Wrong, Not wrong
c. Not wrong, Wrong
d. Not wrong, Not wrong
",A
